temporada,division,fecha,hora,local,visitante,goles_local,goles_visitante,resultado,quiniela
2025-2026,Primera,2025-12-02,20:00,Barcelona,Ath Madrid,3,1,Local,1
2025-2026,Primera,2025-12-03,18:00,Ath Bilbao,Real Madrid,0,3,Visitante,2
2025-2026,Primera,2025-12-05,20:00,Oviedo,Mallorca,0,0,Empate,X
2025-2026,Primera,2025-12-06,13:00,Villarreal,Getafe,2,0,Local,1
2025-2026,Primera,2025-12-06,15:15,Alaves,Sociedad,1,0,Local,1
2025-2026,Primera,2025-12-06,17:30,Betis,Barcelona,3,5,Visitante,2
2025-2026,Primera,2025-12-06,20:00,Ath Bilbao,Ath Madrid,1,0,Local,1
2025-2026,Primera,2025-12-07,13:00,Elche,Girona,3,0,Local,1
2025-2026,Primera,2025-12-07,15:15,Valencia,Sevilla,1,1,Empate,X
2025-2026,Primera,2025-12-07,17:30,Espanol,Vallecano,1,0,Local,1
2025-2026,Primera,2025-12-07,20:00,Real Madrid,Celta,0,2,Visitante,2
2025-2026,Primera,2025-12-08,20:00,Osasuna,Levante,2,0,Local,1
2025-2026,Primera,2025-12-12,20:00,Sociedad,Girona,1,2,Visitante,2
2025-2026,Primera,2025-12-13,13:00,Ath Madrid,Valencia,2,1,Local,1
2025-2026,Primera,2025-12-13,15:15,Mallorca,Elche,3,1,Local,1
2025-2026,Primera,2025-12-13,17:30,Barcelona,Osasuna,2,0,Local,1
2025-2026,Primera,2025-12-13,20:00,Getafe,Espanol,0,1,Visitante,2
2025-2026,Primera,2025-12-14,13:00,Sevilla,Oviedo,4,0,Local,1
2025-2026,Primera,2025-12-14,15:15,Celta,Ath Bilbao,2,0,Local,1
2025-2026,Primera,2025-12-14,20:00,Alaves,Real Madrid,1,2,Visitante,2
2025-2026,Primera,2025-12-15,20:00,Vallecano,Betis,0,0,Empate,X
2025-2026,Primera,2025-12-19,20:00,Valencia,Mallorca,1,1,Empate,X
2025-2026,Primera,2025-12-20,13:00,Oviedo,Celta,0,0,Empate,X
2025-2026,Primera,2025-12-20,15:15,Levante,Sociedad,1,1,Empate,X
2025-2026,Primera,2025-12-20,17:30,Osasuna,Alaves,3,0,Local,1
2025-2026,Primera,2025-12-20,20:00,Real Madrid,Sevilla,2,0,Local,1
2025-2026,Primera,2025-12-21,13:00,Girona,Ath Madrid,0,3,Visitante,2
2025-2026,Primera,2025-12-21,15:15,Villarreal,Barcelona,0,2,Visitante,2
2025-2026,Primera,2025-12-21,17:30,Elche,Vallecano,4,0,Local,1
2025-2026,Primera,2025-12-21,20:00,Betis,Getafe,4,0,Local,1
2025-2026,Primera,2025-12-22,20:00,Ath Bilbao,Espanol,1,2,Visitante,2
2025-2026,Primera,2026-01-02,20:00,Vallecano,Getafe,1,1,Empate,X
2025-2026,Primera,2026-01-03,13:00,Celta,Valencia,4,1,Local,1
2025-2026,Primera,2026-01-03,15:15,Osasuna,Ath Bilbao,1,1,Empate,X
2025-2026,Primera,2026-01-03,17:30,Elche,Villarreal,1,3,Visitante,2
2025-2026,Primera,2026-01-03,20:00,Espanol,Barcelona,0,2,Visitante,2
2025-2026,Primera,2026-01-04,13:00,Sevilla,Levante,0,3,Visitante,2
2025-2026,Primera,2026-01-04,15:15,Real Madrid,Betis,5,1,Local,1
2025-2026,Primera,2026-01-04,17:30,Alaves,Oviedo,1,1,Empate,X
2025-2026,Primera,2026-01-04,17:30,Mallorca,Girona,1,2,Visitante,2
2025-2026,Primera,2026-01-04,20:00,Sociedad,Ath Madrid,1,1,Empate,X
2025-2026,Primera,2026-01-09,20:00,Getafe,Sociedad,1,2,Visitante,2
2025-2026,Primera,2026-01-10,13:00,Oviedo,Betis,1,1,Empate,X
2025-2026,Primera,2026-01-10,15:15,Villarreal,Alaves,3,1,Local,1
2025-2026,Primera,2026-01-10,17:30,Girona,Osasuna,1,0,Local,1
2025-2026,Primera,2026-01-10,20:00,Valencia,Elche,1,1,Empate,X
2025-2026,Primera,2026-01-11,13:00,Vallecano,Mallorca,2,1,Local,1
2025-2026,Primera,2026-01-11,15:15,Levante,Espanol,1,1,Empate,X
2025-2026,Primera,2026-01-12,20:00,Sevilla,Celta,0,1,Visitante,2
2025-2026,Primera,2026-01-16,20:00,Espanol,Girona,0,2,Visitante,2
2025-2026,Primera,2026-01-17,13:00,Real Madrid,Levante,2,0,Local,1
2025-2026,Primera,2026-01-17,15:15,Mallorca,Ath Bilbao,3,2,Local,1
2025-2026,Primera,2026-01-17,17:30,Osasuna,Oviedo,3,2,Local,1
2025-2026,Primera,2026-01-17,20:00,Betis,Villarreal,2,0,Local,1
2025-2026,Primera,2026-01-18,13:00,Getafe,Valencia,0,1,Visitante,2
2025-2026,Primera,2026-01-18,15:15,Ath Madrid,Alaves,1,0,Local,1
2025-2026,Primera,2026-01-18,17:30,Celta,Vallecano,3,0,Local,1
2025-2026,Primera,2026-01-18,20:00,Sociedad,Barcelona,2,1,Local,1
2025-2026,Primera,2026-01-19,20:00,Elche,Sevilla,2,2,Empate,X
2025-2026,Primera,2026-01-23,20:00,Levante,Elche,3,2,Local,1
2025-2026,Primera,2026-01-24,13:00,Vallecano,Osasuna,1,3,Visitante,2
2025-2026,Primera,2026-01-24,15:15,Valencia,Espanol,3,2,Local,1
2025-2026,Primera,2026-01-24,17:30,Sevilla,Ath Bilbao,2,1,Local,1
2025-2026,Primera,2026-01-24,20:00,Villarreal,Real Madrid,0,2,Visitante,2
2025-2026,Primera,2026-01-25,13:00,Ath Madrid,Mallorca,3,0,Local,1
2025-2026,Primera,2026-01-25,15:15,Barcelona,Oviedo,3,0,Local,1
2025-2026,Primera,2026-01-25,17:30,Sociedad,Celta,3,1,Local,1
2025-2026,Primera,2026-01-25,20:00,Alaves,Betis,2,1,Local,1
2025-2026,Primera,2026-01-26,20:00,Girona,Getafe,1,1,Empate,X
2025-2026,Primera,2026-01-30,20:00,Espanol,Alaves,1,2,Visitante,2
2025-2026,Primera,2026-01-31,13:00,Oviedo,Girona,1,0,Local,1
2025-2026,Primera,2026-01-31,15:15,Osasuna,Villarreal,2,2,Empate,X
2025-2026,Primera,2026-01-31,17:30,Levante,Ath Madrid,0,0,Empate,X
2025-2026,Primera,2026-01-31,20:00,Elche,Barcelona,1,3,Visitante,2
2025-2026,Primera,2026-02-01,13:00,Real Madrid,Vallecano,2,1,Local,1
2025-2026,Primera,2026-02-01,15:15,Betis,Valencia,2,1,Local,1
2025-2026,Primera,2026-02-01,17:30,Getafe,Celta,0,0,Empate,X
2025-2026,Primera,2026-02-01,20:00,Ath Bilbao,Sociedad,1,1,Empate,X
2025-2026,Primera,2026-02-02,20:00,Mallorca,Sevilla,4,1,Local,1
2025-2026,Primera,2026-02-06,20:00,Celta,Osasuna,1,2,Visitante,2
2025-2026,Primera,2026-02-07,15:15,Barcelona,Mallorca,3,0,Local,1
2025-2026,Primera,2026-02-07,20:00,Sociedad,Elche,3,1,Local,1
2025-2026,Primera,2026-02-08,13:00,Alaves,Getafe,0,2,Visitante,2
2025-2026,Primera,2026-02-08,15:15,Ath Bilbao,Levante,4,2,Local,1
2025-2026,Primera,2026-02-08,15:15,Sevilla,Girona,1,1,Empate,X
2025-2026,Primera,2026-02-08,17:30,Ath Madrid,Betis,0,1,Visitante,2
2025-2026,Primera,2026-02-08,20:00,Valencia,Real Madrid,0,2,Visitante,2
2025-2026,Primera,2026-02-09,20:00,Villarreal,Espanol,4,1,Local,1
2025-2026,Primera,2026-02-13,20:00,Elche,Osasuna,0,0,Empate,X
2025-2026,Primera,2026-02-14,13:00,Espanol,Celta,2,2,Empate,X
2025-2026,Primera,2026-02-14,15:15,Getafe,Villarreal,2,1,Local,1
2025-2026,Primera,2026-02-14,17:30,Sevilla,Alaves,1,1,Empate,X
2025-2026,Primera,2026-02-14,20:00,Real Madrid,Sociedad,4,1,Local,1
2025-2026,Primera,2026-02-15,13:00,Oviedo,Ath Bilbao,1,2,Visitante,2
2025-2026,Primera,2026-02-15,15:15,Vallecano,Ath Madrid,3,0,Local,1
2025-2026,Primera,2026-02-15,17:30,Levante,Valencia,0,2,Visitante,2
2025-2026,Primera,2026-02-15,20:00,Mallorca,Betis,1,2,Visitante,2
2025-2026,Primera,2026-02-16,20:00,Girona,Barcelona,2,1,Local,1
2025-2026,Primera,2026-02-18,19:00,Levante,Villarreal,0,1,Visitante,2
2025-2026,Primera,2026-02-20,20:00,Ath Bilbao,Elche,2,1,Local,1
2025-2026,Primera,2026-02-21,13:00,Sociedad,Oviedo,3,3,Empate,X
2025-2026,Primera,2026-02-21,15:15,Betis,Vallecano,1,1,Empate,X
2025-2026,Primera,2026-02-21,17:30,Osasuna,Real Madrid,2,1,Local,1
2025-2026,Primera,2026-02-21,20:00,Ath Madrid,Espanol,4,2,Local,1
2025-2026,Primera,2026-02-22,13:00,Getafe,Sevilla,0,1,Visitante,2
2025-2026,Primera,2026-02-22,15:15,Barcelona,Levante,3,0,Local,1
2025-2026,Primera,2026-02-22,17:30,Celta,Mallorca,2,0,Local,1
2025-2026,Primera,2026-02-22,20:00,Villarreal,Valencia,2,1,Local,1
2025-2026,Primera,2026-02-23,20:00,Alaves,Girona,2,2,Empate,X
2025-2026,Primera,2026-02-27,20:00,Levante,Alaves,2,0,Local,1
2025-2026,Primera,2026-02-28,13:00,Vallecano,Ath Bilbao,1,1,Empate,X
2025-2026,Primera,2026-02-28,15:15,Barcelona,Villarreal,4,1,Local,1
2025-2026,Primera,2026-02-28,17:30,Mallorca,Sociedad,0,1,Visitante,2
2025-2026,Primera,2026-02-28,20:00,Oviedo,Ath Madrid,0,1,Visitante,2
2025-2026,Primera,2026-03-01,13:00,Elche,Espanol,2,2,Empate,X
2025-2026,Primera,2026-03-01,15:15,Valencia,Osasuna,1,0,Local,1
2025-2026,Primera,2026-03-01,17:30,Betis,Sevilla,2,2,Empate,X
2025-2026,Primera,2026-03-01,20:00,Girona,Celta,1,2,Visitante,2
2025-2026,Primera,2026-03-02,20:00,Real Madrid,Getafe,0,1,Visitante,2
2025-2026,Primera,2026-03-04,18:00,Vallecano,Oviedo,3,0,Local,1
2025-2026,Primera,2026-03-06,20:00,Celta,Real Madrid,1,2,Visitante,2
2025-2026,Primera,2026-03-07,13:00,Osasuna,Mallorca,2,2,Empate,X
2025-2026,Primera,2026-03-07,15:15,Levante,Girona,1,1,Empate,X
2025-2026,Primera,2026-03-07,17:30,Ath Madrid,Sociedad,3,2,Local,1
2025-2026,Primera,2026-03-07,20:00,Ath Bilbao,Barcelona,0,1,Visitante,2
2025-2026,Primera,2026-03-08,13:00,Villarreal,Elche,2,1,Local,1
2025-2026,Primera,2026-03-08,15:15,Getafe,Betis,2,0,Local,1
2025-2026,Primera,2026-03-08,17:30,Sevilla,Vallecano,1,1,Empate,X
2025-2026,Primera,2026-03-08,20:00,Valencia,Alaves,3,2,Local,1
2025-2026,Primera,2026-03-09,20:00,Espanol,Oviedo,1,1,Empate,X
2025-2026,Primera,2026-03-13,20:00,Alaves,Villarreal,1,1,Empate,X
2025-2026,Primera,2026-03-14,13:00,Girona,Ath Bilbao,3,0,Local,1
2025-2026,Primera,2026-03-14,15:15,Ath Madrid,Getafe,1,0,Local,1
2025-2026,Primera,2026-03-14,17:30,Oviedo,Valencia,1,0,Local,1
2025-2026,Primera,2026-03-14,20:00,Real Madrid,Elche,4,1,Local,1
2025-2026,Primera,2026-03-15,13:00,Mallorca,Espanol,2,1,Local,1
2025-2026,Primera,2026-03-15,15:15,Barcelona,Sevilla,5,2,Local,1
2025-2026,Primera,2026-03-15,17:30,Betis,Celta,1,1,Empate,X
2025-2026,Primera,2026-03-15,20:00,Sociedad,Osasuna,3,1,Local,1
2025-2026,Primera,2026-03-16,20:00,Vallecano,Levante,1,1,Empate,X
2025-2026,Primera,2026-03-20,20:00,Villarreal,Sociedad,3,1,Local,1
2025-2026,Primera,2026-03-21,13:00,Elche,Mallorca,2,1,Local,1
2025-2026,Primera,2026-03-21,15:15,Espanol,Getafe,1,2,Visitante,2
2025-2026,Primera,2026-03-21,17:30,Levante,Oviedo,4,2,Local,1
2025-2026,Primera,2026-03-21,17:30,Osasuna,Girona,1,0,Local,1
2025-2026,Primera,2026-03-21,20:00,Sevilla,Valencia,0,2,Visitante,2
2025-2026,Primera,2026-03-22,13:00,Barcelona,Vallecano,1,0,Local,1
2025-2026,Primera,2026-03-22,15:15,Celta,Alaves,3,4,Visitante,2
2025-2026,Primera,2026-03-22,17:30,Ath Bilbao,Betis,2,1,Local,1
2025-2026,Primera,2026-03-22,20:00,Real Madrid,Ath Madrid,3,2,Local,1
2025-2026,Primera,2026-04-03,20:00,Vallecano,Elche,1,0,Local,1
2025-2026,Primera,2026-04-04,13:00,Sociedad,Levante,2,0,Local,1
2025-2026,Primera,2026-04-04,15:15,Mallorca,Real Madrid,2,1,Local,1
2025-2026,Primera,2026-04-04,17:30,Betis,Espanol,0,0,Empate,X
2025-2026,Primera,2026-04-04,20:00,Ath Madrid,Barcelona,1,2,Visitante,2
2025-2026,Primera,2026-04-05,13:00,Getafe,Ath Bilbao,2,0,Local,1
2025-2026,Primera,2026-04-05,15:15,Valencia,Celta,2,3,Visitante,2
2025-2026,Primera,2026-04-05,17:30,Oviedo,Sevilla,1,0,Local,1
2025-2026,Primera,2026-04-05,20:00,Alaves,Osasuna,2,2,Empate,X
2025-2026,Primera,2026-04-06,20:00,Girona,Villarreal,1,0,Local,1
2025-2026,Primera,2026-04-10,20:00,Real Madrid,Girona,1,1,Empate,X
2025-2026,Primera,2026-04-11,13:00,Sociedad,Alaves,3,3,Empate,X
2025-2026,Primera,2026-04-11,15:15,Elche,Valencia,1,0,Local,1
2025-2026,Primera,2026-04-11,17:30,Barcelona,Espanol,4,1,Local,1
2025-2026,Primera,2026-04-11,20:00,Sevilla,Ath Madrid,2,1,Local,1
2025-2026,Primera,2026-04-12,13:00,Osasuna,Betis,1,1,Empate,X
2025-2026,Primera,2026-04-12,15:15,Mallorca,Vallecano,3,0,Local,1
2025-2026,Primera,2026-04-12,17:30,Celta,Oviedo,0,3,Visitante,2
2025-2026,Primera,2026-04-12,20:00,Ath Bilbao,Villarreal,1,2,Visitante,2
2025-2026,Primera,2026-04-13,20:00,Levante,Getafe,1,0,Local,1
2025-2026,Primera,2026-04-21,18:00,Ath Bilbao,Osasuna,1,0,Local,1
2025-2026,Primera,2026-04-21,18:00,Mallorca,Valencia,1,1,Empate,X
2025-2026,Primera,2026-04-21,20:30,Girona,Betis,2,3,Visitante,2
2025-2026,Primera,2026-04-21,20:30,Real Madrid,Alaves,2,1,Local,1
2025-2026,Primera,2026-04-22,18:00,Elche,Ath Madrid,3,2,Local,1
2025-2026,Primera,2026-04-22,19:00,Sociedad,Getafe,0,1,Visitante,2
2025-2026,Primera,2026-04-22,20:30,Barcelona,Celta,1,0,Local,1
2025-2026,Primera,2026-04-23,18:00,Levante,Sevilla,2,0,Local,1
2025-2026,Primera,2026-04-23,19:00,Vallecano,Espanol,1,0,Local,1
2025-2026,Primera,2026-04-23,20:30,Oviedo,Villarreal,1,1,Empate,X
2025-2026,Primera,2026-04-24,20:00,Betis,Real Madrid,1,1,Empate,X
2025-2026,Primera,2026-04-25,13:00,Alaves,Mallorca,2,1,Local,1
2025-2026,Primera,2026-04-25,15:15,Getafe,Barcelona,0,2,Visitante,2
2025-2026,Primera,2026-04-25,17:30,Valencia,Girona,2,1,Local,1
2025-2026,Primera,2026-04-25,20:00,Ath Madrid,Ath Bilbao,3,2,Local,1
2025-2026,Primera,2026-04-26,13:00,Vallecano,Sociedad,3,3,Empate,X
2025-2026,Primera,2026-04-26,15:15,Oviedo,Elche,1,2,Visitante,2
2025-2026,Primera,2026-04-26,17:30,Osasuna,Sevilla,2,1,Local,1
2025-2026,Primera,2026-04-26,20:00,Villarreal,Celta,2,1,Local,1
2025-2026,Primera,2026-04-27,20:00,Espanol,Levante,0,0,Empate,X
2025-2026,Primera,2026-05-01,20:00,Girona,Mallorca,0,1,Visitante,2
2025-2026,Primera,2026-05-02,13:00,Villarreal,Levante,5,1,Local,1
2025-2026,Primera,2026-05-02,15:15,Valencia,Ath Madrid,0,2,Visitante,2
2025-2026,Primera,2026-05-02,17:30,Alaves,Ath Bilbao,2,4,Visitante,2
2025-2026,Primera,2026-05-02,20:00,Osasuna,Barcelona,1,2,Visitante,2
2025-2026,Primera,2026-05-03,13:00,Celta,Elche,3,1,Local,1
2025-2026,Primera,2026-05-03,15:15,Getafe,Vallecano,0,2,Visitante,2
2025-2026,Primera,2026-05-03,17:30,Betis,Oviedo,3,0,Local,1
2025-2026,Primera,2026-05-03,20:00,Espanol,Real Madrid,0,2,Visitante,2
2025-2026,Primera,2026-05-04,20:00,Sevilla,Sociedad,1,0,Local,1
2025-2026,Primera,2026-05-08,20:00,Levante,Osasuna,3,2,Local,1
2025-2026,Primera,2026-05-09,13:00,Elche,Alaves,1,1,Empate,X
2025-2026,Primera,2026-05-09,15:15,Sevilla,Espanol,2,1,Local,1
2025-2026,Primera,2026-05-09,17:30,Ath Madrid,Celta,0,1,Visitante,2
2025-2026,Primera,2026-05-09,20:00,Sociedad,Betis,2,2,Empate,X
2025-2026,Primera,2026-05-10,13:00,Mallorca,Villarreal,1,1,Empate,X
2025-2026,Primera,2026-05-10,15:15,Ath Bilbao,Valencia,0,1,Visitante,2
2025-2026,Primera,2026-05-10,17:30,Oviedo,Getafe,0,0,Empate,X
2025-2026,Primera,2026-05-10,20:00,Barcelona,Real Madrid,2,0,Local,1
2025-2026,Primera,2026-05-11,20:00,Vallecano,Girona,1,1,Empate,X
2025-2026,Primera,2026-05-12,18:00,Celta,Levante,2,3,Visitante,2
2025-2026,Primera,2026-05-12,19:00,Betis,Elche,2,1,Local,1
2025-2026,Primera,2026-05-12,20:30,Osasuna,Ath Madrid,1,2,Visitante,2
2025-2026,Primera,2026-05-13,18:00,Espanol,Ath Bilbao,2,0,Local,1
2025-2026,Primera,2026-05-13,18:00,Villarreal,Sevilla,2,3,Visitante,2
2025-2026,Primera,2026-05-13,20:30,Alaves,Barcelona,1,0,Local,1
2025-2026,Primera,2026-05-13,20:30,Getafe,Mallorca,3,1,Local,1
2025-2026,Primera,2026-05-14,18:00,Valencia,Vallecano,1,1,Empate,X
2025-2026,Primera,2026-05-14,19:00,Girona,Sociedad,1,1,Empate,X
2025-2026,Primera,2026-05-14,20:30,Real Madrid,Oviedo,2,0,Local,1
2025-2026,Primera,2026-05-17,18:00,Ath Bilbao,Celta,1,1,Empate,X
2025-2026,Primera,2026-05-17,18:00,Ath Madrid,Girona,1,0,Local,1
2025-2026,Primera,2026-05-17,18:00,Elche,Getafe,1,0,Local,1
2025-2026,Primera,2026-05-17,18:00,Levante,Mallorca,2,0,Local,1
2025-2026,Primera,2026-05-17,18:00,Osasuna,Espanol,1,2,Visitante,2
2025-2026,Primera,2026-05-17,18:00,Oviedo,Alaves,0,1,Visitante,2
2025-2026,Primera,2026-05-17,18:00,Sevilla,Real Madrid,0,1,Visitante,2
2025-2026,Primera,2026-05-17,18:00,Sociedad,Valencia,3,4,Visitante,2
2025-2026,Primera,2026-05-17,18:00,Vallecano,Villarreal,2,0,Local,1
2025-2026,Primera,2026-05-17,20:15,Barcelona,Betis,3,1,Local,1
2025-2026,Primera,2026-05-23,20:00,Alaves,Vallecano,1,2,Visitante,2
2025-2026,Primera,2026-05-23,20:00,Betis,Levante,2,1,Local,1
2025-2026,Primera,2026-05-23,20:00,Celta,Sevilla,1,0,Local,1
2025-2026,Primera,2026-05-23,20:00,Espanol,Sociedad,1,1,Empate,X
2025-2026,Primera,2026-05-23,20:00,Getafe,Osasuna,1,0,Local,1
2025-2026,Primera,2026-05-23,20:00,Girona,Elche,1,1,Empate,X
2025-2026,Primera,2026-05-23,20:00,Mallorca,Oviedo,3,0,Local,1
2025-2026,Primera,2026-05-23,20:00,Real Madrid,Ath Bilbao,4,2,Local,1
2025-2026,Primera,2026-05-23,20:00,Valencia,Barcelona,3,1,Local,1
2025-2026,Primera,2026-05-24,20:00,Villarreal,Ath Madrid,5,1,Local,1
2025-2026,Segunda,2025-08-15,20:30,Burgos,Cultural Leonesa,5,1,Local,1
2025-2026,Segunda,2025-08-15,20:30,Valladolid,Ceuta,3,0,Local,1
2025-2026,Segunda,2025-08-16,16:00,Santander,Castellon,3,1,Local,1
2025-2026,Segunda,2025-08-16,18:30,Malaga,Eibar,1,1,Empate,X
2025-2026,Segunda,2025-08-16,20:30,Granada,La Coruna,1,3,Visitante,2
2025-2026,Segunda,2025-08-17,16:00,Sociedad B,Zaragoza,1,0,Local,1
2025-2026,Segunda,2025-08-17,18:30,Cadiz,Mirandes,1,0,Local,1
2025-2026,Segunda,2025-08-17,20:30,1uesca,Leganes,1,1,Empate,X
2025-2026,Segunda,2025-08-17,20:30,Las Palmas,2ndorra,1,1,Empate,X
2025-2026,Segunda,2025-08-18,18:00,Sp Gijon,Cordoba,2,1,Local,1
2025-2026,Segunda,2025-08-18,20:30,2lmeria,2lbacete,4,4,Empate,X
2025-2026,Segunda,2025-08-22,18:30,Eibar,Granada,3,0,Local,1
2025-2026,Segunda,2025-08-22,20:30,Castellon,Valladolid,0,1,Visitante,2
2025-2026,Segunda,2025-08-22,20:30,Leganes,Cadiz,1,1,Empate,X
2025-2026,Segunda,2025-08-23,16:00,Mirandes,1uesca,0,1,Visitante,2
2025-2026,Segunda,2025-08-23,18:00,Ceuta,Sp Gijon,0,1,Visitante,2
2025-2026,Segunda,2025-08-23,20:30,Zaragoza,2ndorra,1,3,Visitante,2
2025-2026,Segunda,2025-08-24,16:00,La Coruna,Burgos,0,0,Empate,X
2025-2026,Segunda,2025-08-24,18:30,Cultural Leonesa,2lmeria,0,1,Visitante,2
2025-2026,Segunda,2025-08-24,20:30,Malaga,Sociedad B,1,0,Local,1
2025-2026,Segunda,2025-08-25,18:30,2lbacete,Santander,2,3,Visitante,2
2025-2026,Segunda,2025-08-25,20:30,Cordoba,Las Palmas,1,3,Visitante,2
2025-2026,Segunda,2025-08-29,18:30,Sociedad B,2lmeria,2,2,Empate,X
2025-2026,Segunda,2025-08-29,20:30,Sp Gijon,Cultural Leonesa,1,0,Local,1
2025-2026,Segunda,2025-08-30,16:00,Santander,Ceuta,4,1,Local,1
2025-2026,Segunda,2025-08-30,18:00,Valladolid,Cordoba,0,0,Empate,X
2025-2026,Segunda,2025-08-30,20:30,Castellon,Zaragoza,1,1,Empate,X
2025-2026,Segunda,2025-08-31,16:00,2ndorra,Burgos,2,1,Local,1
2025-2026,Segunda,2025-08-31,16:00,Cadiz,2lbacete,2,1,Local,1
2025-2026,Segunda,2025-08-31,18:30,Las Palmas,Malaga,0,1,Visitante,2
2025-2026,Segunda,2025-08-31,20:30,Granada,Mirandes,1,2,Visitante,2
2025-2026,Segunda,2025-09-01,18:30,1uesca,Eibar,2,1,Local,1
2025-2026,Segunda,2025-09-01,20:30,Leganes,La Coruna,2,2,Empate,X
2025-2026,Segunda,2025-09-05,18:30,2lbacete,Mirandes,1,4,Visitante,2
2025-2026,Segunda,2025-09-05,20:30,Cordoba,Castellon,2,1,Local,1
2025-2026,Segunda,2025-09-06,15:15,La Coruna,Sp Gijon,1,0,Local,1
2025-2026,Segunda,2025-09-06,17:30,Zaragoza,Valladolid,1,1,Empate,X
2025-2026,Segunda,2025-09-06,20:00,Malaga,Granada,2,2,Empate,X
2025-2026,Segunda,2025-09-07,13:00,Ceuta,1uesca,2,1,Local,1
2025-2026,Segunda,2025-09-07,15:15,Burgos,Las Palmas,0,0,Empate,X
2025-2026,Segunda,2025-09-07,15:15,Sociedad B,Cadiz,3,3,Empate,X
2025-2026,Segunda,2025-09-07,17:30,2lmeria,Santander,2,3,Visitante,2
2025-2026,Segunda,2025-09-07,17:30,Cultural Leonesa,Leganes,0,0,Empate,X
2025-2026,Segunda,2025-09-08,19:30,Eibar,2ndorra,2,0,Local,1
2025-2026,Segunda,2025-09-12,19:30,Las Palmas,Sociedad B,2,1,Local,1
2025-2026,Segunda,2025-09-13,15:15,Cadiz,Eibar,1,0,Local,1
2025-2026,Segunda,2025-09-13,15:15,Mirandes,La Coruna,1,5,Visitante,2
2025-2026,Segunda,2025-09-13,17:30,1uesca,Malaga,1,0,Local,1
2025-2026,Segunda,2025-09-13,20:00,Valladolid,2lmeria,3,1,Local,1
2025-2026,Segunda,2025-09-14,13:00,2ndorra,Cordoba,3,1,Local,1
2025-2026,Segunda,2025-09-14,15:15,Santander,Cultural Leonesa,2,4,Visitante,2
2025-2026,Segunda,2025-09-14,17:30,Castellon,Ceuta,3,3,Empate,X
2025-2026,Segunda,2025-09-14,17:30,Sp Gijon,Burgos,2,3,Visitante,2
2025-2026,Segunda,2025-09-14,20:00,Granada,Leganes,0,2,Visitante,2
2025-2026,Segunda,2025-09-15,19:30,Zaragoza,2lbacete,0,0,Empate,X
2025-2026,Segunda,2025-09-19,19:30,La Coruna,1uesca,4,0,Local,1
2025-2026,Segunda,2025-09-20,15:15,Cultural Leonesa,Castellon,1,3,Visitante,2
2025-2026,Segunda,2025-09-20,17:30,2ndorra,Mirandes,1,1,Empate,X
2025-2026,Segunda,2025-09-20,17:30,Leganes,Las Palmas,0,1,Visitante,2
2025-2026,Segunda,2025-09-20,20:00,2lmeria,Sp Gijon,2,1,Local,1
2025-2026,Segunda,2025-09-21,13:00,Ceuta,Zaragoza,1,0,Local,1
2025-2026,Segunda,2025-09-21,15:15,2lbacete,Valladolid,2,0,Local,1
2025-2026,Segunda,2025-09-21,17:30,Eibar,Sociedad B,2,1,Local,1
2025-2026,Segunda,2025-09-21,17:30,Malaga,Cadiz,0,1,Visitante,2
2025-2026,Segunda,2025-09-21,20:00,Cordoba,Santander,2,2,Empate,X
2025-2026,Segunda,2025-09-22,19:30,Burgos,Granada,1,1,Empate,X
2025-2026,Segunda,2025-09-26,19:30,Mirandes,Zaragoza,0,1,Visitante,2
2025-2026,Segunda,2025-09-27,17:30,Eibar,La Coruna,1,1,Empate,X
2025-2026,Segunda,2025-09-27,17:30,Santander,2ndorra,1,2,Visitante,2
2025-2026,Segunda,2025-09-27,20:00,Las Palmas,2lmeria,0,1,Visitante,2
2025-2026,Segunda,2025-09-28,13:00,Sociedad B,Cordoba,1,1,Empate,X
2025-2026,Segunda,2025-09-28,15:15,Burgos,Malaga,2,1,Local,1
2025-2026,Segunda,2025-09-28,15:15,Cadiz,Ceuta,0,0,Empate,X
2025-2026,Segunda,2025-09-28,17:30,Sp Gijon,2lbacete,3,4,Visitante,2
2025-2026,Segunda,2025-09-28,17:30,Valladolid,Cultural Leonesa,0,1,Visitante,2
2025-2026,Segunda,2025-09-28,20:00,1uesca,Granada,0,1,Visitante,2
2025-2026,Segunda,2025-09-29,19:30,Leganes,Castellon,0,1,Visitante,2
2025-2026,Segunda,2025-10-03,19:30,Ceuta,Eibar,1,0,Local,1
2025-2026,Segunda,2025-10-04,15:15,La Coruna,2lmeria,1,1,Empate,X
2025-2026,Segunda,2025-10-04,17:30,2ndorra,Leganes,1,2,Visitante,2
2025-2026,Segunda,2025-10-04,17:30,1uesca,Burgos,2,1,Local,1
2025-2026,Segunda,2025-10-04,20:00,Granada,Sociedad B,5,2,Local,1
2025-2026,Segunda,2025-10-05,13:00,Zaragoza,Cordoba,0,1,Visitante,2
2025-2026,Segunda,2025-10-05,15:15,Castellon,Sp Gijon,3,1,Local,1
2025-2026,Segunda,2025-10-05,17:30,Santander,Malaga,3,0,Local,1
2025-2026,Segunda,2025-10-05,17:30,Valladolid,Mirandes,1,1,Empate,X
2025-2026,Segunda,2025-10-05,20:00,Las Palmas,Cadiz,1,0,Local,1
2025-2026,Segunda,2025-10-06,19:30,Cultural Leonesa,2lbacete,0,0,Empate,X
